eyeball outward,"2102,2233"
128819,04125493,n,10,any of various straight muscles,2233
128820,04125577,n,10,the ocular muscle whose contraction turns the eyeball down and medially,"2102,2233"
128821,04125753,n,10,the ocular muscle whose contraction turns the eyeball medially,"2102,2233"
128822,04125916,n,10,the ocular muscle whose contraction turns the eyeball upward and medially,"2102,2233"
128823,04126094,n,10,a structure that encloses a body part,2233
128826,04126639,n,10,an arc-shaped whitish deposit sometimes seen in the cornea,"2102,2233"
128827,04126765,n,10,white fibrous membrane that with the cornea forms the outer covering of the eyeball,"2102,2233"
128828,04126937,n,10,the part of the eye that contains the iris and ciliary body and choroid,"2102,2233"
128829,04127078,n,10,the limpid fluid within the eyeball between the cornea and the lens,2233
128830,04127205,n,10,the clear colorless transparent jelly that fills the posterior chamber of the eyeball,2233
128832,04127535,n,10,contractile aperture in the iris of the eye,"2102,2233"
128834,04127856,n,10,a tenuous mesoblastic membrane surrounding the lens,"2102,2233"
128836,04128276,n,10,the sense organ for hearing and equilibrium,2233
128837,04128521,n,10,the part of the ear that is responsible for sensations of sound,2233
128840,04129237,n,10,cavity in the petrous part of the temporal bone that contains the membranous labyrinth,2233
128841,04129423,n,10,small pouch into which the semicircular canals open,2233
128842,04129559,n,10,a small sc or pouch (especially the smaller chamber of the membranous labyrinth),2233
128846,04130322,n,10,the fleshy pendulous part of the external human ear,"2233,2516"
128847,04130446,n,10,the part of the ear visible externally,2233
128848,04130612,n,10,the externally visible cartilaginous structure of the external ear,2233
128799,04122028,n,10,"the organ of sight (""peeper"" is an informal term for ""eye"")","2102,2233"
152716,07949578,n,10,tall spreading evergreen native to Mexico having drooping branches; believed to have been introduced into Portugal from Goa its Indian territory,"2158,2172"
128873,04135099,n,10,a small sweat gland the produces only a fluid; restricted to the human skin,2233
128879,04136240,n,10,a ductless glandular organ at the base of the neck that produces lymphocytes and aids in producing immunity; atrophies with age,2233
128882,04136987,n,10,a large dark-red oval organ on the left side of the body between the stomach and the diaphragm; produces cells involved in immune responses,2233
128893,04140064,n,10,a branch of the descending aorta; divides into the iliac arteries,2233
128903,04141689,n,10,an unpaired artery; supplies the pons and cerebellum and the back part of the cerebrum and the inner ear,"2188,2233"
128850,04130895,n,10,the membrane in the ear that vibrates to sound,2233
128851,04131064,n,10,a slight elevation where the malleus attaches to the eardrum,2233
128852,04131194,n,10,the part of the thoracic cavity between the lungs that contains the heart and aorta and esophagus and trachea and thymus,2233
128855,04131881,n,10,a small membrane-covered opening (especially one in the bone between the middle and inner ear),2233
128856,04132049,n,10,the ossicle attached to the eardrum,2233
