id,uri,lemma,pos,morpho,principal_parts,prosody,validated
19155,19155,abrupte,r,rp--------,abrupt,abrupte,1
19161,19161,abscise,r,rp--------,abscis,abscise,1
19163,19163,abscondite,r,rp--------,abscondit,abscondite,1
19167,19167,absinthium,n,n-s---nn2-,absinthi,absinthium,1
19114,a0026,abauus,n,n-s---mn2-,abau,abauus,1
19115,a0012,abbatissa,n,n-s---fn1-,abbatiss,abbatissa,1
19168,19168,absis,n,n-s---fn3-,absid,absis,1
19117,a0031,abdicatio,n,n-s---fn3-,abdication,abdicatio,1
19119,a0038,abdo,v,v1spia--3-,abd abdid abdit,abdo,1
19120,a0039,abdomen,n,n-s---nn3-,abdomin,abdomen,1
19170,19170,absolute,r,rp--------,absolut,absolute,1
19122,a0045,aberratio,n,n-s---fn3-,aberration,aberratio,1
19123,a0050,abhorreo,v,v1spia--2-,abhorr abhorru -,abhorreo,1
19124,a0053,abicio,v,v1spia--3i,abic abiec abiect,abicio,1
19126,a9983,abigeatus,n,n-s---mn4-,abigeat,abigeatus,1
113023,i0269,illuminus,a,aps---mn1-,illumin illumin illumin,illuminus,0
19127,a0063,abigo,v,v1spia--3-,abig abeg abact,abigo,1
19128,a0065,abitio,n,n-s---fn3-,abition,abitio,1
19129,a9984,abitus,n,n-s---mn4-,abit,abitus,1
19131,a0079,ablatiuus,a,aps---mn1-,ablatiu ablatiu ablatiu,ablatiuus,1
19133,a0086,abligurrio,v,v1spia--4-,abligurr abligurri abligurrit,abligurrio,1
19134,a9091,abluo,v,v1spia--3-,ablu ablu ablut,abluo,1
19135,a0092,ablutio,n,n-s---fn3-,ablution,ablutio,1
19137,a0095,abluuium,n,n-s---nn2-,abluui,abluuium,1
19138,a0098,abnegatio,n,n-s---fn3-,abnegation,abnegatio,1
19139,a0101,abnego,v,v1spia--1-,abneg abnegau abnegat,abnego,1
19140,a0111,abnuo,v,v1spia--3-,abnu abnu -,abnuo,1
19142,a1752,abolesco,v,v1spia--3-,abolesc aboleu -,abolesco,1
19143,a0117,abolitio,n,n-s---fn3-,abolition,abolitio,1
19144,a0119,abolla,n,n-s---fn1-,aboll,abolla,1
19147,a0126,abortio,n,n-s---fn3-,abortion,abortio,1
19148,a0127,abortio,v,v1spia--4-,abort - -,abortio,1
19151,a0133,abrado,v,v1spia--3-,abrad abras abras,abrado,1
19152,a0140,abripio,v,v1spia--3i,abrip abripu abrept,abripio,1
19153,a0143,abrogo,v,v1spia--1-,abrog abrogau abrogat,abrogo,1
19154,a0145,abrumpo,v,v1spia--3-,abrump abrup abrupt,abrumpo,1
19158,a0160,abscessus,n,n-s---mn4-,abscess,abscessus,1
19159,a0149,abscido,v,v1spia--3-,abscid abscid abscis,abscido,1
19160,a0150,abscindo,v,v1spia--3-,abscind abscid absciss,abscindo,1
19162,a0151,abscisio,n,n-s---fn3-,abscision,abscisio,1
19169,a0169,absisto,v,v1spia--3-,absist absistit -,absisto,1
19173,a0178,absoluo,v,v1spia--3-,absolu absolu absolut,absoluo,1
19171,a0174,absolutio,n,n-s---fn3-,absolution,absolutio,1
19172,19172,absolutus,a,aps---mn1-,absolut absolut absolut,absolutus,1
46056,a1807,amygdaleus,a,aps---mn1-,amygdale amygdale amygdale,amygdaleus,0
119811,119811,oppallio,v,v1spia--1-,oppalli oppalliau oppallia,oppallio,0
19181,a0191,abstineo,v,v1spia--2-,abstin abstinu abstent,abstineo,1
19183,a0196,abstrudo,v,v1spia--3-,abstrud abstrus abstrus,abstrudo,1
19186,a0203,absumptio,n,n-s---fn3-,absumption,absumptio,1
19187,19187,absurde,r,rp--------,absurd,absurde,1
19188,a0204,absurditas,n,n-s---fn3-,absurditat,absurditas,1
19191,a0210,abundantia,n,n-s---fn1-,abundanti,abundantia,1
19193,19193,abunde,r,rp--------,abund,abunde,1
19190,19190,abundanter,r,rp--------,abundant,abundanter,1
45994,45994,annulatus,a,aps---mn1-,annulat annulat annulat,annulatus,0
19203,a0242,acceleratio,n,n-s---fn3-,acceleration,acceleratio,1
19205,a0245,accendo,v,v1spia--3-,accend accend accens,accendo,1
19207,a0253,accentiuncula,n,n-s---fn1-,accentiuncul,accentiuncula,1
19208,a9987,accentus,n,n-s---mn4-,accent,accentus,1
19210,a0256,acceptio,n,n-s---fn3-,acception,acceptio,1
19211,a0258,accepto,v,v1spia--1-,accept acceptau acceptat,accepto,1
19212,a8917,acceptum,n,n-s---nn2-,accept,acceptum,1
19194,a0212,abundo,v,v1spia--1-,abund abundau abundat,abundo,1
19195,a0214,abusio,n,n-s---fn3-,abusion,abusio,1
19200,19200,Academicus,a,aps---mn1-,Academic Academic Academic,Academicus,1
19213,19213,acceptus,a,aps---mn1-,accept accept accept,acceptus,1
19217,a0239,accessus,n,n-s---mn4-,access,accessus,1
19197,a9217,abyssus,n,n-s---fn2-,abyss,abyssus,1
19214,19214,accersitor,n,n-s---mn3-,accersitor,accersitor,1
19220,a0272,accingo,v,v1spia--3-,accing accinx accinct,accingo,1
19221,a0280,accitio,n,n-s---fn3-,accition,accitio,1
19222,a9989,accitus,n,n-s---mn4-,accit,accitus,1
19223,a0282,acclamatio,n,n-s---fn3-,acclamation,acclamatio,1
19224,a0283,acclamo,v,v1spia--1-,acclam acclamau acclamat,acclamo,1
19227,a0295,accommodatio,n,n-s---fn3-,accommodation,accommodatio,1
19228,a0298,accommodo,v,v1spia--1-,accommod accommodau accommodat,accommodo,1
19229,a0301,accredo,v,v1spia--3-,accred accredid accredit,accredo,1
19230,a0303,accresco,v,v1spia--3-,accresc accreu accret,accresco,1
19231,a0304,accretio,n,n-s---fn3-,accretion,accretio,1
19233,a0317,accumulo,v,v1spia--1-,accumul accumulau accumulat,accumulo,1
19202,a0268,accedo,v,v1spia--3-,acced access access,accedo,1
19235,a0364,accursus,n,n-s---mn4-,accurs,accursus,1
19236,a0323,accusatio,n,n-s---fn3-,accusation,accusatio,1
19218,19218,accidens,n,n-s---nn3-,accident,accidens,1
19237,a0324,accusatiuus,a,aps---mn1-,accusatiu accusatiu accusatiu,accusatiuus,1
19238,a0325,accusator,n,n-s---mn3-,accusator,accusator,1
19239,a0329,accuso,v,v1spia--1-,accus accusau accusat,accuso,1
19240,a0335,acer,n,n-s---nn3-,acer,acer,1
19234,19234,accuratus,a,aps---mn1-,accurat accurat accurat,accuratus,1
19206,a0277,accensus,n,n-s---mn4-,accens,accensus,1
19242,19242,acerbe,r,rp--------,acerb,acerbe,1
19199,19199,Academia,n,n-s---fn1-,Academi,Academia,1
19245,a0343,acerbus,a,aps---mn1-,acerb acerb acerb,acerbus,1
19244,a0342,acerbo,v,v1spia--1-,acerb acerbau acerbat,acerbo,1
19241,a0336,acer,a,aps---mn3i,acr acr acr,acer,1
46019,a1904,anatomica,n,n-s---fn1-,anatomic,anatomica,0
119854,119854,oquinisco,v,v1spia--3-,,oquinisco,0
46025,46025,baltea,n,n-s---fn1-,balte,baltea,0
19252,19252,Acia,n,n-s---fn1-,Aci,Acia,1
19255,19255,Acinaces,n,n-s---mn3i,Acinac,Acinaces,1
19263,19263,Acritas,n,n-s---mn1g,Acrit,Acritas,1
19253,a0377,acidus,a,aps---mn1-,acid acid acid,acidus,1
19250,19250,Achates,n,n-s---mn3-,Achat,Achates,0
19254,a0379,acies,n,n-s---fn5-,aci,acies,1
19279,19279,acuminatus,a,aps---mn1-,acuminat acuminat acuminat,acuminatus,1
19256,a0385,acinum,n,n-s---nn2-,acin,acinum,1
19258,a0394,acoetis,n,n-s---fn3i,acoet,acoetis,1
19260,a0402,acor,n,n-s---mn3-,acor,acor,1
19262,a0417,acrimonia,n,n-s---fn1-,acrimoni,acrimonia,1
19277,a0460,aculeus,n,n-s---mn2-,acule,aculeus,1
19264,a0418,acritudo,n,n-s---fn3-,acritudin,acritudo,1
19265,a0422,acroama,n,n-s---nn3-,acroamat,acroama,1
19266,a0423,acroasis,n,n-s---fn3i,acroas,acroasis,1
19269,a0441,actio,n,n-s---fn3-,action,actio,1
19270,a0447,actiuus,a,aps---mn1-,actiu actiu actiu,actiuus,1
19271,a0448,actor,n,n-s---mn3-,actor,actor,1
19273,a0453,actuarius,n,n-s---mn2-,actuari,actuarius,1
19274,a0454,actuosus,a,aps---mn1-,actuos actuos actuos,actuosus,1
19275,a9991,actus,n,n-s---mn4-,act,actus,1
19276,a0455,actutum,r,rp--------,,actutum,1
19282,19282,acute,r,rp--------,acut,acute,1
19283,19283,acutus,a,aps---mn1-,acut acut acut,acutus,1
19257,a0386,acipenser,n,n-s---mn3-,acipenser,acipenser,1
19289,19289,adamas,n,n-s---mn3i,adamant,adamas,1
19280,a0464,acuo,v,v1spia--3-,acu acu acut,acuo,1
19247,a0352,aceruo,v,v1spia--1-,aceru aceruau aceruat,aceruo,1
19249,a0360,acetum,n,n-s---nn2-,acet,acetum,1
19314,19314,adfabilis,a,aps---cn3i,adfabil adfabil adfabil,adfabilis,1
19251,19251,Achilles,n,n-s---mn3-,Achille,Achilles,0
19286,a0488,adagio,n,n-s---fn3-,adagion,adagio,1
19288,a0492,adalligo,v,v1spia--1-,adallig adalligau adalligat,adalligo,1
19290,a0501,adamplio,v,v1spia--1-,adampli adampliau adampliat,adamplio,1
19291,a0502,adaperio,v,v1spia--4-,adaper adaperu adapert,adaperio,1
19292,a0504,adapertio,n,n-s---fn3-,adapertion,adapertio,1
19293,a0505,adapto,v,v1spia--1-,adapt adaptau adaptat,adapto,1
19295,a0477,adauctus,n,n-s---mn4-,adauct,adauctus,1
19297,a0513,adaugesco,v,v1spia--3-,adaugesc - -,adaugesco,1
19298,a0514,adaugmen,n,n-s---nn3-,adaugmin,adaugmen,1
19299,a0516,adbibo,v,v1spia--3-,adbib adbib -,adbibo,1
19300,a0517,adbito,v,v1spia--3-,adbit - -,adbito,1
19301,a0526,addenso,v,v1spia--1-,addens addensau addensa,addenso,1
19302,a0530,addisco,v,v1spia--3-,addisc addidic -,addisco,1
19304,a0533,additio,n,n-s---fn3-,addition,additio,1
19305,a0535,addo,v,v1spia--3-,add addid addit,addo,1
19306,a0541,addubito,v,v1spia--1-,addubit addubitau addubitat,addubito,1
19307,a0542,adduco,v,v1spia--3-,adduc addux adduct,adduco,1
19308,a0544,adductor,n,n-s---mn3-,adductor,adductor,1
19311,a0552,adeo,r,rp--------,,adeo,1
19310,a0553,adeo,v,v1spia--2-,adi adiu adit,adeo,1
136495,d0056,dartos,n,n-s---mn2g,dart,dartos,0
113026,i0276,illustratio,n,n-s---fn3-,illustration,illustratio,0
19285,a0485,adaero,v,v1spia--1-,adaer adaerau adaerat,adaero,1
46005,a3211,astrificus,a,aps---mn1-,astrific astrific astrific,astrificus,0
119859,119859,oratim,r,rp--------,,oratim,0
46003,46003,bybliotheca,n,n-s---fn1-,bybliothec,bybliotheca,0
19334,19334,adfligo,v,v1spia--3-,adflig adflix adflict,adfligo,1
19339,19339,adformido,v,v1spia--1-,adformid adformidau adformidat,adformido,1
19344,19344,adgrauo,v,v1spia--1-,adgrau adgrauau adgrauat,adgrauo,1
19342,19342,adfulgeo,v,v1spia--2-,adfulg adfuls -,adfulgeo,1
19325,19325,adfero,v,v1spia--3-,adfer adtul adlat,adfero,1
19317,19317,adfamen,n,n-s---nn3-,adfamin,adfamen,1
19318,19318,adfatus,n,n-s---mn4-,adfat,adfatus,1
46046,46046,barditus,n,n-s---mn2-,bardit,barditus,0
19329,19329,adfirmo,v,v1spia--1-,adfirm adfirmau adfirmat,adfirmo,1
19320,19320,adfecte,r,rp--------,,adfecte,1
19321,19321,adfectio,n,n-s---fn3-,adfection,adfectio,1
19323,19323,adfectuose,r,rp--------,adfectuos,adfectuose,1
19324,19324,adfectus,n,n-s---mn4-,adfect,adfectus,1
19328,19328,adfirmatiuus,a,aps---mn1-,adfirmatiu adfirmatiu adfirmatiu,adfirmatiuus,1
19330,19330,adflatus,n,n-s---mn4-,adflat,adflatus,1
19331,19331,adflictio,n,n-s---fn3-,adfliction,adflictio,1
19332,19332,adflicto,v,v1spia--1-,adflict adflictau adflictat,adflicto,1
19333,19333,adflictus,n,n-s---mn4-,adflict,adflictus,1
19335,19335,adflo,v,v1spia--1-,adfl adfleu adflet,adflo,1
19336,19336,adfluens,a,aps---an3i,adfluent adfluent adfluent,adfluens,1
19337,19337,adfluenter,r,rp--------,adfluent,adfluenter,1
19338,19338,adfluentia,n,n-s---fn1-,adfluenti,adfluentia,1
19340,19340,adfremo,v,v1spia--3-,adfrem - -,adfremo,1
19341,19341,adfrictus,n,n-s---mn4-,adfrict,adfrictus,1
19343,19343,adgero,v,v1spia--3-,adger adgess adgest,adgero,1
19346,19346,adgressio,n,n-s---fn3-,adgression,adgressio,1
19347,19347,adgressor,n,n-s---mn3-,adgressor,adgressor,1
19348,19348,adgressura,n,n-s---fn1-,adgressur,adgressura,1
19349,19349,adgressus,n,n-s---mn4-,adgress,adgressus,1
19372,19372,adlambo,v,v1spia--3-,adlamb - -,adlambo,1
19374,19374,adlegatio,n,n-s---fn3-,adlegation,adlegatio,1
119863,119863,oratus,a,aps---mn1-,orat orat orat,oratus,0
119867,119867,orbefacio,v,v1spia--3i,,orbefacio,0
119871,119871,orbicus,a,aps---mn1-,orbic orbic orbic,orbicus,0
119858,119858,Orata,n,n-s---fn1-,Orat,Orata,0
119880,119880,orchilus,n,n-s---mn2-,orchil,orchilus,0
19376,19376,adleuamentum,n,n-s---nn2-,adleuament,adleuamentum,1
19315,19315,adfabilitas,n,n-s---fn3-,adfabilitat,adfabilitas,1
19316,19316,adfabre,r,rp--------,,adfabre,1
19351,a0563,adhaesio,n,n-s---fn3-,adhaesion,adhaesio,1
19352,a9994,adhaesus,n,n-s---mn4-,adhaes,adhaesus,1
19353,a0565,adhibeo,v,v1spia--2-,adhib adhibu adhibit,adhibeo,1
19354,a0569,adhortatio,n,n-s---fn3-,adhortation,adhortatio,1
19355,a9995,adhortatus,n,n-s---mn4-,adhortat,adhortatus,1
19357,a0575,adhuc,r,rp--------,,adhuc,1
19359,a0586,adicio,v,v1spia--3i,adic adiec adiect,adicio,1
19360,a0588,adimo,v,v1spia--3-,adim adem adempt,adimo,1
19362,a0590,adimpletio,n,n-s---fn3-,adimpletion,adimpletio,1
19363,a0592,adincresco,v,v1spia--3-,adincresc - -,adincresco,1
19365,a0601,adinuentio,n,n-s---fn3-,adinuention,adinuentio,1
19366,a0602,adinuentor,n,n-s---mn3-,adinuentor,adinuentor,1
19367,a0605,adipatus,a,aps---mn1-,adipat adipat adipat,adipatus,1
19370,a9997,aditus,n,n-s---mn4-,adit,aditus,1
19371,a0619,adiumentum,n,n-s---nn2-,adiument,adiumentum,1
46053,b0582,braca,n,n-s---fn1-,brac,braca,0
19381,19381,adligamentum,n,n-s---nn2-,adligament,adligamentum,1
19382,19382,adligatura,n,n-s---fn1-,adligatur,adligatura,1
19384,19384,adlocutio,n,n-s---fn3-,adlocution,adlocutio,1
19385,19385,adloquium,n,n-s---nn2-,adloqui,adloquium,1
19388,19388,adluo,v,v1spia--3-,adlu adlu -,adluo,1
19389,19389,adluuio,n,n-s---fn3-,adluuion,adluuio,1
19390,19390,adluuius,a,aps---mn1-,adluui adluui adluui,adluuius,1
19401,19401,admirabiliter,r,rp--------,admirabil,admirabiliter,1
19402,19402,admirandus,a,aps---mn1-,admirand admirand admirand,admirandus,1
19427,19427,adnullo,v,v1spia--1-,adnull adnullau adnullat,adnullo,1
19441,19441,Ador,n,n-s---nn3-,Ador,Ador,1
19379,19379,adleuo,v,v1spia--1-,adleu adleuau adleuat,adleuo,1
19394,a0857,adminiculum,n,n-s---nn2-,adminicul,adminiculum,1
19395,a0655,administer,n,n-s---mn2r,administr,administer,1
19396,a0655,administra,n,n-s---fn1-,administr,administra,1
19397,a0657,administratio,n,n-s---fn3-,administration,administratio,1
19398,a0660,administrator,n,n-s---mn3-,administrator,administrator,1
19399,a0662,administro,v,v1spia--1-,administr administrau administrat,administro,1
19400,a0664,admirabilitas,n,n-s---fn3-,admirabilitat,admirabilitas,1
19403,a0665,admiratio,n,n-s---fn3-,admiration,admiratio,1
19406,a0669,admisceo,v,v1spia--2-,admisc admiscu admixt,admisceo,1
19407,a0670,admissarius,n,n-s---mn2-,admissari,admissarius,1
19408,a0671,admissio,n,n-s---fn3-,admission,admissio,1
19409,a9998,admissum,n,n-s---nn2-,admiss,admissum,1
19410,a0676,admitto,v,v1spia--3-,admitt admis admiss,admitto,1
19411,a0677,admixtio,n,n-s---fn3-,admixtion,admixtio,1
19413,a0681,admodum,r,rp--------,,admodum,1
19414,a0684,admoneo,v,v1spia--2-,admon admonu admonit,admoneo,1
19415,a0685,admonitio,n,n-s---fn3-,admonition,admonitio,1
19416,a0688,admonitorium,n,n-s---nn2-,admonitori,admonitorium,1
19417,a0711,admonitum,n,n-s---nn2-,admonit,admonitum,1
19419,a8880,admorsus,n,n-s---mn4-,admors,admorsus,1
19380,19380,adlicio,v,v1spia--3i,adlic adlex adlect,adlicio,1
19420,a0692,admoueo,v,v1spia--2-,admou admou admot,admoueo,1
19421,a0703,adnecto,v,v1spia--3-,adnect adnexu adnex,adnecto,1
19423,a0712,adnotamentum,n,n-s---nn2-,adnotament,adnotamentum,1
19424,a0715,adnotator,n,n-s---mn3-,adnotator,adnotator,1
19426,a0716,adnoto,v,v1spia--1-,adnot adnotau adnotat,adnoto,1
19428,a2072,adnumeratio,n,n-s---fn3-,adnumeration,adnumeratio,1
19429,a0718,adnumero,v,v1spia--1-,adnumer adnumerau adnumerat,adnumero,1
19430,a2074,adnuntiatio,n,n-s---fn3-,adnuntiation,adnuntiatio,1
19431,a2075,adnuntiator,n,n-s---mn3-,adnuntiator,adnuntiator,1
19432,a0719,adnuntio,v,v1spia--1-,adnunti adnuntiau adnuntiat,adnuntio,1
19433,a1875,adoleo,v,v1spia--2-,adol - -,adoleo,1
19435,a0729,adoperio,v,v1spia--4-,adoper adoperu adopert,adoperio,1
19437,a0735,adoptaticius,a,aps---mn1-,adoptatici adoptatici adoptatici,adoptaticius,1
19438,a0738,adoptio,n,n-s---fn3-,adoption,adoptio,1
19440,a0740,adopto,v,v1spia--1-,adopt adoptau adoptat,adopto,1
19442,a0746,adorator,n,n-s---mn3-,adorator,adorator,1
19443,a2248,adoreum,n,n-s---nn2-,adore,adoreum,1
20073,a2771,ardor,n,n-s---mn3-,ardor,ardor,1
113027,i0277,illustrator,n,n-s---mn3-,illustrator,illustrator,0
46038,c0579,captiuncula,n,n-s---fn1-,captiuncul,captiuncula,0
46028,c1465,chloreus,n,n-s---mn2-,chlore,chloreus,0
119890,119890,ordinarie,r,rp--------,,ordinarie,0
19450,a0757,adrado,v,v1spia--3-,adrad adras adras,adrado,1
46043,46043,ceroturium,n,n-s---nn2-,ceroturi,ceroturium,0
19486,19486,adsigno,v,v1spia--1-,adsign adsignau adsignat,adsigno,1
19491,19491,adsocio,v,v1spia--1-,adsoci adsociau adsociat,adsocio,1
19492,19492,adsono,v,v1spia--1-,adson adsonau adsonat,adsono,1
19451,19451,adrectarius,a,aps---mn1-,adrectari adrectari adrectari,adrectarius,1
19449,19449,adquisitio,n,n-s---fn3-,adquisition,adquisitio,1
45990,45990,colliquiarium,n,n-s---nn2-,colliquiari,colliquiarium,0
46052,46052,cominus,r,rp--------,,cominus,0
19478,19478,adsicco,v,v1spia--1-,adsicc adsiccau adsiccat,adsicco,1
19453,19453,adripio,v,v1spia--3i,adrip adripu adrept,adripio,1
19454,19454,adrisor,n,n-s---mn3-,adrisor,adrisor,1
19455,19455,adrodo,v,v1spia--3-,adrod adros adros,adrodo,1
19456,19456,adroganter,r,rp--------,adrogent,adroganter,1
19457,19457,adrogantia,n,n-s---fn1-,adroganti,adrogantia,1
19458,19458,adrogo,v,v1spia--1-,adrog adrogau adrogat,adrogo,1
19460,19460,adsecla,n,n-s---mn1-,adsecl,adsecla,1
19461,19461,adsectator,n,n-s---mn3-,adsectator,adsectator,1
19464,19464,adsensio,n,n-s---fn3-,adsension,adsensio,1
19465,19465,adsensus,n,n-s---mn4-,adsens,adsensus,1
19467,19467,adsentator,n,n-s---mn3-,adsentator,adsentator,1
19468,19468,adsentio,v,v1spia--3-,adsenti adsens adsens,adsentio,1
19471,19471,adsero,v,v1spia--3-,adser adseu adsit,adsero,1
19472,19472,adsertor,n,n-s---mn3-,adsertor,adsertor,1
19474,19474,adseuerate,r,rp--------,,adseuerate,1
19475,19475,adseueratio,n,n-s---fn3-,adseueration,adseueratio,1
19477,19477,adsiccesco,v,v1spia--3-,adsiccesc adsiccu -,adsiccesco,1
19479,19479,adsido,v,v1spia--3-,adsid adsed adsess,adsido,1
19480,19480,adsidue,r,rp--------,assidu,adsidue,1
19481,19481,adsiduitas,n,n-s---fn3-,adsiduitat,adsiduitas,1
19482,19482,adsiduo,r,rp--------,,adsiduo,1
19483,19483,adsiduus,a,aps---mn1-,adsidu adsidu adsidu,adsiduus,1
19484,19484,adsignatio,n,n-s---fn3-,adsignation,adsignatio,1
19487,19487,adsilio,v,v1spia--3i,adsil adsilu adsult,adsilio,1
19488,19488,adsimiliter,r,rp--------,,adsimiliter,1
19489,19489,adsimulatio,n,n-s---fn3-,adsimulation,adsimulatio,1
19493,19493,adstipulatio,n,n-s---fn3-,adstipulation,adstipulatio,1
19494,19494,adstipulator,n,n-s---mn3-,adstipulator,adstipulator,1
19495,19495,adstipulatus,n,n-s---mn4-,adstipulat,adstipulatus,1
19497,19497,adsto,v,v1spia--1-,adst adstit -,adsto,1
19498,19498,adstrangulo,v,v1spia--1-,adstrangul adstrangulau adstrangula,adstrangulo,1
19499,19499,adstricte,r,rp--------,adstrict,adstricte,1
19500,19500,adstrictorius,a,aps---mn1-,adstrictori adstrictori adstrictori,adstrictorius,1
19501,19501,adstrido,v,v1spia--3-,adstrid - -,adstrido,1
19502,19502,adstringo,v,v1spia--3-,adstring adstrinx adstrict,adstringo,1
19503,19503,adstruo,v,v1spia--3-,adstru adstrux adstruct,adstruo,1
19504,19504,adsuetudo,n,n-s---fn3-,adsuetudin,adsuetudo,1
19505,19505,adsuetus,a,aps---mn1-,adsuet adsuet adsuet,adsuetus,1
19448,19448,adquiro,v,v1spia--3-,adquir adquisiu adquisit,adquiro,1
19459,a0760,adruo,v,v1spia--3-,adru adru adrut,adruo,1
19570,a0888,aegrotatio,n,n-s---fn3-,aegrotation,aegrotatio,1
19446,a0753,adoro,v,v1spia--1-,ador adorau adorat,adoro,1
119887,119887,ordia,n,n-p---nn2-,ordi,ordia,0
46017,c3105,concupisco,v,v1spia--3-,concupisc concupiu concupit,concupisco,0
19524,a0820,adultero,v,v1spia--1-,adulter adulterau adulterat,adultero,1
19555,a0842,aedes,n,n-s---fn3i,aed,aedes,1
46000,46000,comparate,r,rp--------,,comparate,0
19510,19510,adsumptio,n,n-s---fn3-,adsumption,adsumptio,1
19511,19511,adsurgo,v,v1spia--3-,adsurg adsurrex adsurrect,adsurgo,1
119894,119894,ordine,r,rp--------,,ordine,0
19533,a0764,aduecto,v,v1spia--1-,aduect aduectau aduectat,aduecto,1
19534,a0765,aduector,n,n-s---mn3-,aduector,aduector,1
19535,a8885,aduectus,n,n-s---mn4-,aduect,aduectus,1
19536,a0766,adueho,v,v1spia--3-,adueh aduex aduect,adueho,1
19537,a0768,aduelo,v,v1spia--1-,aduel aduelau aduelat,aduelo,1
19540,a0774,aduento,v,v1spia--1-,aduent aduentau aduentat,aduento,1
19541,a0775,aduentor,n,n-s---mn3-,aduentor,aduentor,1
19543,19543,aduerbialiter,r,rp--------,aduerbial,aduerbialiter,1
19542,a8886,aduentus,n,n-s---mn4-,aduent,aduentus,1
19544,a0779,aduerbium,n,n-s---nn2-,aduerbi,aduerbium,1
19545,a0786,aduersator,n,n-s---mn3-,aduersator,aduersator,1
19546,a0790,aduersitas,n,n-s---fn3-,aduersitat,aduersitas,1
19548,19548,aduersus,a,aps---mn1-,aduers aduers aduers,aduersus,1
19547,a2245,aduersum,n,n-s---nn2-,aduers,aduersum,1
19549,a0795,aduersus,r,rp--------,,aduersus,1
19550,a0799,aduigilo,v,v1spia--1-,aduigil aduigilau aduigilat,aduigilo,1
19551,a0800,aduiuo,v,v1spia--3-,aduiu aduix -,aduiuo,1
19516,a0804,adulatorius,a,aps---mn1-,adulatori adulatori adulatori,adulatorius,1
19517,a9973,adulescentia,n,n-s---fn1-,adulescenti,adulescentia,1
19518,a1639,adulescentula,n,n-s---fn1-,adulescentul,adulescentula,1
19526,19526,adumbratus,a,aps---mn1-,adumbrat adumbrat adumbrat,adumbratus,1
19520,a0812,adulter,a,aps---mn1r,adulter adulter adulter,adulter,1
19521,a0813,adulteratio,n,n-s---fn3-,adulteration,adulteratio,1
19523,a0819,adulterium,n,n-s---nn2-,adulteri,adulterium,1
19532,19532,adustus,a,aps---mn1-,adust adust adust,adustus,1
19525,a9821,adumbratio,n,n-s---fn3-,adumbration,adumbratio,1
19527,a0822,adumbro,v,v1spia--1-,adumbr adumbrau adumbrat,adumbro,1
19528,a0823,adunatio,n,n-s---fn3-,adunation,adunatio,1
19529,a9962,aduno,v,v1spia--1-,adun adunau adunat,aduno,1
19552,a0828,aduocatio,n,n-s---fn3-,aduocation,aduocatio,1
19553,a0794,aduocatus,n,n-s---mn2-,aduocat,aduocatus,1
19509,19509,adsumo,v,v1spia--3-,adsum adsumps adsumpt,adsumo,1
19530,a0836,aduro,v,v1spia--3-,adur aduss adust,aduro,1
19531,a0837,adustio,n,n-s---fn3-,adustion,adustio,1
19557,a0844,aedifex,n,n-s---mn3-,aedific,aedifex,1
19565,19565,aegre,r,rp--------,aegrius aegerrime,aegre,1
19558,a0845,aedificatio,n,n-s---fn3-,aedification,aedificatio,1
19560,a0851,aedificium,n,n-s---nn2-,aedifici,aedificium,1
19562,19562,Aedon,n,n-s---fn3-,Aedon,Aedon,1
19561,a0852,aedifico,v,v1spia--1-,aedific aedificau aedificat,aedifico,1
19563,a0866,aeger,a,aps---mn1r,aegr aegr aegr,aeger,1
19564,a0870,aegis,n,n-s---fn3-,aegid,aegis,1
19507,19507,adsultus,n,n-s---mn4-,adsult,adsultus,1
19567,a0881,aegrimonia,n,n-s---fn1-,aegrimoni,aegrimonia,1
19568,a0885,aegritudo,n,n-s---fn3-,aegritudin,aegritudo,1
19569,a0886,aegror,n,n-s---mn3-,aegror,aegror,1
46018,c2967,concauum,n,n-s---nn2-,concau,concauum,0
46004,46004,congeste,r,rp--------,,congeste,0
19615,19615,Aesopus,n,n-s---mn2-,Aesop,Aesopus,1
19585,19585,aequaliter,r,rp--------,aequalit,aequaliter,1
19577,a8887,aemulatus,n,n-s---mn4-,aemulat,aemulatus,1
19579,a0905,aenigma,n,n-s---nn3-,aenigmat,aenigma,1
19581,a0913,aequabilitas,n,n-s---fn3-,aequabilitat,aequabilitas,1
19589,19589,aeque,r,rp--------,aequ,aeque,1
19595,19595,aequiparabilis,a,aps---cn3i,aequiparabil aequiparabil aequiparabil,aequiparabilis,1
19587,a0921,aequanimus,a,aps---mn1-,aequanim aequanim aequanim,aequanimus,1
19588,a0922,aequatio,n,n-s---fn3-,aequation,aequatio,1
19596,19596,aequiparantia,n,n-s---fn1-,aequiparanti,aequiparantia,1
19591,a0938,aequilibritas,n,n-s---fn3-,aequilibritat,aequilibritas,1
19593,a0941,aequimanus,a,aps---mn1-,aequiman aequiman aequiman,aequimanus,1
19594,a0943,aequinoctium,n,n-s---nn2-,aequinocti,aequinoctium,1
19597,19597,aequiparatio,n,n-s---fn3-,aequiparation,aequiparatio,1
19600,19600,aequiter,r,rp--------,aequ,aequiter,1
19575,19575,Aelurus,n,n-s---mn2-,Aelur,Aelurus,1
19631,19631,Aethiopia,n,n-s---fn1-,Aethiopi,Aethiopia,1
19598,a0951,aequipero,v,v1spia--1-,aequiper aequiperau aequiperat,aequipero,1
