id,offset,pos,language,gloss,semfield
132985,04841846,n,10,"a numeral or string of numerals that is used for identification: ""she refused to give them her Social Security number""",
103300,00010123,n,10,an object occurring naturally; not made by man,
103304,00012704,n,10,"one of a class of artifacts: ""an article of clothing""",
103309,00014045,n,10,"the psychological feature of experiencing affective and emotional states: ""he had a feeling of euphoria""",1502
103311,00015185,n,10,"the spatial arrangement of something as distinct from its substance: ""geometry is the mathematical science of shape""",
103325,00020709,n,10,"an action: ""how could you do such a thing?""",
103313,00015975,n,10,"the unlimited 3-dimensional expanse in which everything is located; ""they tested his ability to locate objects in space""",
103321,00019464,n,10,a relation between living organisms; esp between people,1675
103333,00022737,n,10,"a mode of action: ""if you persist in that course you will surely fail""",
103328,00021392,n,10,"a notable achievement: ""the book was her finest effort""",
103331,00022060,n,10,"used in the phrase ""to your credit"" to indicate an achievement deserving praise; ""she already had several performances to her credit""",
103338,00023506,n,10,"contact established between applicants and prospective employees: ""the agency provided placement services""",
103334,00022878,n,10,a mutual or reciprocal action; interacting,
103336,00023118,n,10,"close interaction: ""they kept in daily contact""; ""they claimed that they had been in contact with extraterrestrial beings""",
103348,00024877,n,10,"any recognized accomplishment: ""they admired his performance under stress""",
103339,00023668,n,10,mutual interaction; the activity of interchanging or reciprocating,
103341,00023967,n,10,"social or verbal interchange (usually followed by ""with"")",
103351,00025398,n,10,"the sum of recognized accomplishments: ""the lawyer has a good record""",
103296,00004123,n,10,"a human being: ""there was too much for one person to do""","2158,2516"
103290,00001740,n,10,anything having existence (living or nonliving),
103291,00002086,n,10,any living entity,2158
103293,00003011,n,10,a discrete unit of living matter,2158
103295,00003731,n,10,any entity that causes events to happen,
103297,00008019,n,10,a living organism characterized by voluntary movement,"2158,2188"
103298,00008864,n,10,a living organism lacking the power of locomotion,"2158,2172"
103302,00011575,n,10,any substance that can be metabolized by an organism to give energy and build tissue,2354
103303,00011937,n,10,a man-made object,
103305,00012865,n,10,a feature of the mental life of a living organism,1502
103306,00013018,n,10,a general concept formed by extracting common features from specific examples,
103307,00013243,n,10,the psychological result of perception and learning and reasoning,
103310,00014887,n,10,a point or extent in space,
103312,00015594,n,10,the continuum of experience in which events pass from the future through the present to the past,1463
103315,00017297,n,10,something that happens at a given place and time,
103316,00017487,n,10,something that people do or cause to happen,
103317,00017954,n,10,any number of entities (members) considered as a unit,
103318,00018376,n,10,anything owned or possessed,
103319,00018604,n,10,an abstraction belonging to or characteristic of an entity,
103322,00019671,n,10,something that is communicated between people or groups,"1935,1969"
103323,00020056,n,10,how much there is of something that you can measure,1951
103324,00020461,n,10,any state or process known through the senses rather than by intuition or reasoning,
103326,00020804,n,10,a kind act,
103327,00020977,n,10,the act of accomplishing something,
103329,00021866,n,10,an outstanding achievement,
103330,00021950,n,10,an achievement demonstrating great skill or mastery,
103335,00023032,n,10,reciprocal action and reaction,
103340,00023860,n,10,mutual exchange of commercial or other privileges,
103343,00024260,n,10,taking part in a game or sport or other recreation,2638
103344,00024436,n,10,the act using a sword (or other weapon) vigorously and skillfully,2642
103345,00024570,n,10,the playing of a game of tenpins or duckpins etc,2631
103346,00024710,n,10,brave and heroic deeds,
103347,00024789,n,10,a masterly or brilliant feat,
103349,00025045,n,10,better than expected performance (better than might have been predicted from intelligence tests),
103350,00025221,n,10,poorer than expected performance (poorer than might have been predicted from intelligence tests),
103352,00025520,n,10,an irreversible accomplishment,
103301,00010572,n,10,"that which has mass and occupies space: ""an atom is the smallest indivisible unit of matter""",2097
132997,04843994,n,10,a reference work (often in several volumes) containing articles on various topics (often arranged in alphabetical order) dealing with the entire range of human knowledge or with some particular specialty,1422
174773,00863675,v,10,coat with a layer of copper,
103357,00026283,n,10,"esp. of something momentous; ""the advent of the computer""",
103362,00027115,n,10,"the act of entering: ""she made a graceful entree into the ballroom""",
103368,00027910,n,10,"a coming to or returning home: ""on the eve of his return to Australia we gave him a goodbye party""",1946
103354,00025788,n,10,accomplishment of an objective,
103370,00028196,n,10,"the act of forcing a way into or through something: ""the penetration of upper management by women""",
103377,00029442,n,10,"the act of departing politely: ""he disliked long farewells""; ""he took his leave""",
103355,00025919,n,10,"the act of arriving at a certain place: ""they awaited her arrival""",1946
103383,00030321,n,10,"withdrawal for prayer and study and meditation: ""a religous retreat""",1565
103382,00030184,n,10,withdrawing into the background; making yourself inconspicuous,
103384,00030456,n,10,the act of evacuating; leaving a place in an orderly fashion; esp. for protection,
103409,00033906,n,10,"an escape from jail: ""the breakout was carefully planned""",
103361,00026980,n,10,"a sudden violent entrance; a bursting in: ""the recent irruption of bad manners""",
103412,00034393,n,10,abolitionists secret aid to escaping slaves; pre-Civil War in US,
103414,00034703,n,10,the act of coming (or going) out; becoming apparent,
103360,00026874,n,10,entrance by force or without permission or welcome,
103363,00027235,n,10,the act of enrolling,"1753,1820"
103365,00027592,n,10,the act of emerging,
103366,00027678,n,10,the act of appearing again,
103367,00027781,n,10,(astronomy) the reappearance of a celestial body after an eclipse,2076
103369,00028092,n,10,the act of returning to the country of origin,1946
103371,00028352,n,10,a act of securing an arriving vessel with ropes or anchors,1942
103372,00028503,n,10,the act of coming to land after a voyage,1946
103375,00029100,n,10,act of departing,
103376,00029365,n,10,departing hastily,
103378,00029628,n,10,the act of saying farewell,
103379,00029712,n,10,the act of leaving secretly or without explanation,
103380,00029873,n,10,suddenly disappearing from sight,
103381,00029961,n,10,the act of withdrawing,
103385,00030612,n,10,breaking camp,1781
103387,00030946,n,10,the act of running away secretly (as to avoid arrest),1781
103388,00031070,n,10,unauthorized military absence,1781
103389,00031190,n,10,ideological defection from the party line (especially from orthodox communism),1781
103390,00031327,n,10,migration into a place,1675
103391,00031422,n,10,migration out of a place,1675
103392,00031519,n,10,(military) withdrawal to a more favorable position,1781
103393,00031641,n,10,(military) withdrawal of a military presence,1781
103394,00031741,n,10,to break off a military action with an enemy,1781
103395,00031866,n,10,a act of becoming more distant,
103396,00031963,n,10,the departure of a vessel from a port,1946
103397,00032054,n,10,the act of passengers and crew getting off of a ship or aircraft,1946
103398,00032245,n,10,debarkation from a boat or ship,1946
103399,00032335,n,10,the act of passengers and crew getting aboard a ship or aircraft,1946
103400,00032499,n,10,the act of going out,
103401,00032570,n,10,the act of running away with a lover (usually to get married),
103403,00032997,n,10,leaving (without permission) the place you are expected to be,
103404,00033153,n,10,the act of physically escaping from something (an opponent or a pursuer or an unpleasant situation) by some adroit maneuver,
103405,00033384,n,10,the act of avoiding capture (especially by cunning),
103406,00033506,n,10,an action aimed at evading an enemy,
103407,00033679,n,10,(in boxing) the act of one boxer holding onto the other to avoid being hit and to rest momentarily,2642
103408,00033830,n,10,a quick evasive movement,
103411,00034259,n,10,a journey by a large group to escape from a hostile environment,
103413,00034546,n,10,something achieved (or escaped) by a narrow margin,
103415,00034867,n,10,emerging to the surface and becoming apparent,
103416,00034968,n,10,the act of sending off something,1946
103417,00035095,n,10,the act of shipping again (especially by transferring to another ship),1946
103358,00026402,n,10,"the act of entering: ""she made a grand entrance""",
133043,04852475,n,10,the first of three divisions of the Hebrew Scriptures comprising the first five books of the Old Testament considered as a unit,1565
103430,00037139,n,10,"a conspicuous success: ""that song was his first hit and marked the beginning of his career""",
103433,00037624,n,10,"success in mastering something difficult: ""the conquest of space""",
103435,00037826,n,10,"success in satisfying a test or requirement: ""his future depended on his passing that test""; ""he got a pass in introductory chemistry""",
103441,00038917,n,10,"failure to reach a minimum required performance: ""his failing the course led to his disqualification""",
103442,00039090,n,10,"complete failure: ""all my efforts led to naught""",
103437,00038219,n,10,a unit of academic credit; one hour a week for an academic semester,1919
103444,00039334,n,10,"loss due to not showing up: ""he lost the game by default""",2638
103445,00039445,n,10,"an informal word for any attempt or effort: ""he gave it his best shot""",
103447,00039700,n,10,"the act of losing: ""everyone expected him to win so his loss was a shock""",
103450,00040167,n,10,"an improbable and unexpected victory: ""the biggest upset since David beat Goliath""",
103466,00042411,n,10,"a wrong action attributable to bad judgment or ignorance or inattention: ""the fault was all mine""",
103458,00041300,n,10,a failure of the seller's guarantee of good title,1802
103469,00043135,n,10,"an act that brings discredit to the person who does it: ""he made a huge blot on his copybook""",
103426,00036443,n,10,"the best performance ever attained in a sport: ""he broke the Olympic record""",2638
103420,00035534,n,10,"something that is realized: ""the victory was the realization of a whole year's work""",
103478,00044471,n,10,an acronym often used by soldiers in World War II: Situation Normal All Fucked Up,
103419,00035376,n,10,the act of bringing to completion or fruition,
103479,00044604,n,10,"a blunder that makes you look ridiculous; used in the phrase ""make a spectacle of"" yourself",
103421,00035701,n,10,the moment of most intense pleasure in sexual intercourse,1703
103422,00035863,n,10,an orgasm accompanied by the ejaculation of semen,1703
103423,00035970,n,10,the act of consummating something (a desire or promise etc),
103424,00036136,n,10,the fulfillment of your capacities,
103427,00036590,n,10,the best record in the whole world,2638
103432,00037524,n,10,the act of raising someone to the nobility,
103434,00037744,n,10,a brilliant and notable success,
103436,00038052,n,10,educational recognition that a course of studies has been successfully completed,1919
103438,00038346,n,10,an act that does not achieve its intended goal,
103440,00038702,n,10,an act that fails,
103446,00039566,n,10,an attempt to score in a game,
103451,00040312,n,10,a failure to maintain a higher state,
103452,00040483,n,10,the act of disappointing someone,
103453,00040608,n,10,a failure to perform some promised act or obligation,
103454,00040749,n,10,a failure to face some difficulty squarely,
103455,00040844,n,10,a breach of a legal duty,1802
103456,00041059,n,10,a breach of contract committed prior to the time of required performance,1802
103457,00041219,n,10,a breach of due care,
103459,00041430,n,10,failure to keep a promise (of marriage),1802
103460,00041533,n,10,violation (either through fraud or negligence) by a trustee of a duty that equity requires of him,1802
103461,00041692,n,10,larceny after trust rather than after unlawful taking,1802
103462,00041830,n,10,a breach that occurs when an item is deficient according to the terms of a warranty,1802
103463,00041978,n,10,the act deviating from a vertical position,
103464,00042074,n,10,a breach serious enough to destroy the value of the contract and to give a basis for an action for breach of contract,1802
103465,00042253,n,10,a breach that does not destroy the value of the contract but can give rise to a claim for damages,1802
103467,00042794,n,10,a mistake that occurs when the server in tennis fails to keep both feet behind the baseline,"2633,2871"
103468,00042960,n,10,(baseball) a failure of a defensive player to make an out when normal play would have sufficed,"2633,2871"
103471,00043525,n,10,a mistake in calculating,
103472,00043659,n,10,a miscalculation that recoils on its maker,
103473,00043768,n,10,the mistake of misrepresenting the facts,
103474,00043865,n,10,an inadvertent mistake,
103475,00043956,n,10,a mistake resulting from inattention,
103476,00044056,n,10,a mistake resulting from neglect,
103477,00044168,n,10,an embarrassing mistake,
103480,00044751,n,10,(British) something badly botched or muddled,
103449,00040027,n,10,an act of hindering someone's plans or efforts,
133197,04878073,n,10,an alphabet drived from the Greek alphabet and used for writing Slavic language,
174774,00863766,v,10,"provide with a finish, as of furniture, for example",
103489,00046246,n,10,"the act of acquiring something: ""I envied his talent for acquiring new friends""; ""did you hear about his getting a car?""",
103491,00046665,n,10,"becomeing infected: ""catching cold is sometimes unavoidable""; ""the contracting of a serious illness can be financially catastrophic""",
103494,00047131,n,10,"something added to what you have already: ""the librarian shelved the new accessions""; ""he was a new addition to the staff""",
103496,00047517,n,10,"the acquisition of something for payment: ""they closed the purchase with a handshake""",1753
103510,00049855,n,10,"the act of buying: ""buying equipment for the trip took several hours""",1753
103517,00050952,n,10,"the act of taking possession of or power over something: ""the Nazi assumption of power in 1934""",
103508,00049457,n,10,the option to but or sell a given stock (or stock index or commodity future) at a given price before a given date; consists of an equal number of put and call options,"1769,1802"
103519,00051225,n,10,"the act of getting possession of something: ""he was responsible for the procurement of materials and supplies""",
103512,00050253,n,10,"shopping at a market: ""does the weekly marketing at the supermarket""",1753
103530,00052883,n,10,"the act of occupying or taking possession of a building: ""occupation of a building without a certificate of occupancy is illegal""",
103534,00053585,n,10,"a grant made by a law court: ""he criticized the awarding of compensation by the court""",1802
103521,00051562,n,10,"the appropriation (of ideas or words etc) from another source; ""the borrowing of ancient motifs was very apparent""",
103538,00054269,n,10,"the act of apprehending (especially apprehending a criminal); ""the policeman on the beat got credit for the collar""",1802
103482,00045000,n,10,dropping the ball (in baseball or football),2871
103484,00045209,n,10,a socially awkward or tactless act,
103483,00045103,n,10,a blunder (especially an actor's forgetting the lines),2610
103490,00046576,n,10,the act of obtaining,
103493,00047024,n,10,the act of making money (and accumulating wealth),
103497,00047693,n,10,purchasing back something previously sold,1753
103498,00047814,n,10,buying or selling securities or commodities,2872
103499,00048001,n,10,trading in bonds (usually by a broker on the floor of an exchange),2872
103500,00048150,n,10,a trading technique involving large blocks of stock with trades triggered by computer programs,2872
103501,00048306,n,10,sale of securities or commodity futures not owned by the seller (who hopes to buy them back later at a lower price),2872
103502,00048494,n,10,the purchase of securities or commodities by a short seller to close out a short sale,2872
103503,00048640,n,10,buying or selling corporate stock by a corporate officer or other insider,2872
103504,00048775,n,10,a put or call option for which the seller or buyer has no underlying security position,"1769,1802"
103505,00048920,n,10,a put or call option backed by the shares underlying the option,"1769,1802"
103506,00049044,n,10,the option to buy a given stock (or stock index or commodity future) at a given price before a given date,"1769,2872"
103507,00049251,n,10,the option to sell a given stock (or stock index or commodity future) at a given price before a given date,"1769,2872"
103509,00049678,n,10,an option granted to corporate executives if the company achieves certain financial goals,"1769,1794,1802"
103513,00050377,n,10,buying goods to be shipped through the mail,1753
103514,00050501,n,10,purchasing insurance policies for cash from terminally ill policy holders,1753
103516,00050836,n,10,acquisition of property by descent or by will,1753
103518,00051119,n,10,any acquisition from past generations,
103520,00051417,n,10,a deliberate act of acquisition,
103523,00051907,n,10,the taking possession of something by legal process,1802
103524,00052102,n,10,seizing and holding (an office or powers) by force,
103525,00052209,n,10,seizure by the government,1802
103526,00052324,n,10,the seizure and holding of property as security for payment of a debt or satisfaction of a claim,1802
103527,00052487,n,10,depriving an owner of property by taking it for public use,"1753,1802"
103528,00052605,n,10,placing private property in the custody of an officer of the law,1802
103529,00052764,n,10,the act of coercing someone into government service,1802
103531,00053119,n,10,the act of taking occupancy before someone else does,
103532,00053230,n,10,seizing property that belongs to someone else and holding it until profits pay the demand for which it was seized,
103533,00053417,n,10,the act of providing a subsidy,1753
103536,00053947,n,10,a grant from a central government to a local government,"1718,1753"
103537,00054061,n,10,the act of forcibly dispossessing an owner of property,
103539,00054499,n,10,the act of conquering,
103487,00045686,n,10,"a sudden drop from an upright position: ""he had a nasty spill on the ice""",
133310,04895594,n,10,a contract that heavily restricts one party while leaving the other free (as some standard form printed contracts); implies inequality in bargaining power,"1753,1802"
133641,04951310,n,10,an ungrammatical sentence in which two or more independent clauses are conjoined without a conjunction,1969
103566,00058851,n,10,"saving the lives of drowning persons: ""he took a course in lifesaving""",
103588,00062253,n,10,"technical aspects of doing something: ""mechanisms of communication""; ""the mechanics of prose style""",2098
103589,00062420,n,10,"the performance of duties by a waiter or servant: ""that restaurant has excellent service""",
103548,00056016,n,10,"the act of carefully weeding out unwanted things or people: ""the department got a good comb-out""",
103573,00059926,n,10,"compensation (given or received) for an injury or insult; ""an act for which there is no reparation""; ""how can I make amends?""",
103586,00061811,n,10,"the act of doing something successfully; using knowledge as distinguished from merely possessing it: ""experience generally improves performance""",
103595,00063210,n,10,an illusory feat; considered magical by naive observers,2425
103540,00054633,n,10,the act of making slaves of your captives,
103571,00059682,n,10,changing a person's beliefs by argument or reasoning or entreaty,1565
103543,00055203,n,10,seizure of the collateral securing a loan that is in default,
103544,00055322,n,10,the legal proceedings initiated by a creditor to repossess the collateral for loan that is in default,1802
103545,00055481,n,10,the act of receiving,
103546,00055579,n,10,the act or means of getting rid of something,
103549,00056167,n,10,disposing of property by voluntary transfer without receiving value in return,
103550,00056297,n,10,the voluntary surrender of property (or a right to property) without attempting to reclaim it or give it away,
103551,00056518,n,10,getting rid something that is regarded as useless or undesirable,
103552,00056665,n,10,to throw out a useless card or to fail to follow suit,2637
103553,00056791,n,10,throwing cargo overboard to lighten the load when in distress,
103554,00056907,n,10,the disposal of explosive mines,
103555,00057016,n,10,the activity of detecting and disposing of marine mines,
103556,00057130,n,10,the disposal of sewage,
103557,00057214,n,10,a sale of property at a price agreed on by the seller and buyer without an intervening agency,2872
103558,00057368,n,10,the public sale of something to the highest bidder,2872
103561,00057846,n,10,the sale of capital stock,2872
103562,00057967,n,10,too much capitalization (more than the business warrants),2872
103564,00058314,n,10,the act of regaining or saving something lost (or in danger of becoming lost),
103567,00058978,n,10,(Christianity) the act of delivering from sin or saving from evil,1565
103568,00059166,n,10,formal redemption as pronounced by a priest in the sacrament of penance,1565
103569,00059344,n,10,a spiritual enlightenment causing a person to lead a new life,1565
103570,00059510,n,10,conversion resulting from the zeal of crusading advocacy of the gospel,1565
103572,00059803,n,10,the act of atoning for sin or wrongdoing,1565
103574,00060117,n,10,the act of liberating someone or something,
103575,00060316,n,10,the use of force to liberate prisoners,
103576,00060414,n,10,rescuing from error and returning to a rightful course,
103577,00060540,n,10,the act of rescuing a ship or its crew or its cargo from a shipwreck or a fire,
103579,00060861,n,10,a military rescue mission to search for survivors and to rescue them,
103580,00061001,n,10,the act of freeing from captivity or punishment,
103581,00061101,n,10,the act of taking something back,
103582,00061200,n,10,a legal seizure by the government of profits beyond a fixed amount,1802
103583,00061322,n,10,the act of implementing (providing a practical means for accomplishing something),
103584,00061587,n,10,the act of appealing for help,
103585,00061673,n,10,the act of providing or using the instruments needed for some implementation,
103587,00062125,n,10,the performance of a legal contract as specified by its terms,1802
103590,00062581,n,10,the practice of serving yourself (as in a grocery or cafeteria),2772
103591,00062703,n,10,a performance of a drama,2425
103593,00062947,n,10,a performance given without planning or preparation,2425
103594,00063094,n,10,throwing and catching several objects simultaneously,2425
103596,00063430,n,10,act of performing music,2536
103597,00063574,n,10,the act of interpreting something as expressed in an artistic performance,2425
103598,00063750,n,10,a new or different interpretation,2425
103547,00055818,n,10,"(law) the act of disposing of property by virtue of the power of appointment; ""she allocated part of the trust to her church by appointment""",1802
133596,04944510,n,10,"all the copies of a work printed at one time: ""they ran off an initial printing of 2000 copies""",1422
103599,00063846,n,10,the act of playing a musical instrument,2536
103616,00066663,n,10,"the action or manner of throwing something: ""his pitch fell short and his hat landed on the floor""",
103618,00066988,n,10,"a quick throw: ""he gave the ball a shy to the first baseman""",2638
103617,00066813,n,10,"(sports) the act of throwing the ball to another member of your team; ""the pass was fumbled""",2638
103625,00067987,n,10,"a pitch that is not in the strike zone: ""he threw nine straight balls before the manager yanked him""",2871
103638,00069824,n,10,"throwing the basketball toward the hoop: ""his shot hit the rim and bounced out""","2633,2871"
103612,00065905,n,10,"the act of applying force suddenly: ""the impulse knocked him over""",
103652,00071795,n,10,"the act of applying force in order to move something away: ""he gave the door a hard push""; ""the pushing is good exercise""",
103656,00072419,n,10,"the act of pressing: ""he gave the button a press""; ""he used pressure to stop the bleeding""",
103643,00070617,n,10,an unhindered shot from the foul line; given to penalize the other team for committing a foul,2871
103658,00072793,n,10,"the act of shoving hastily: ""she complained about bundling the children off to school""",
103654,00072203,n,10,"depression of a button on a computer mouse: ""a click on the right button for example""",
103602,00064182,n,10,"a highly technical implementation; usually involving electronic hardware: ""automation replaces human workers by machines""",
103626,00068138,n,10,a baseball deliberately thrown at the batter's head,2871
103601,00064099,n,10,an impromptu jazz concert,2536
103603,00064422,n,10,the act of motorizing (equiping with motors or with motor vehicles),1946
103604,00064563,n,10,the act of propelling,
103605,00064905,n,10,the act of propelling with force,
103606,00065020,n,10,the act of moving a newly-built vessel into the water for the first time,
103607,00065148,n,10,the launching of a rocket or missile under its own power,
103608,00065319,n,10,the launching of a missile or spacecraft to a specified destination,
103609,00065448,n,10,the launching of a spacecraft to the moon,
103613,00066047,n,10,the act of rolling something (as the ball in bowling),2631
103615,00066551,n,10,act or instance of throwing a ball in to put it into play,2638
103619,00067098,n,10,throwing with a wide motion (as if with a sling),
103620,00067201,n,10,the act of flinging,
103622,00067444,n,10,a violent throw,
103623,00067517,n,10,the throwing of a baseball by a pitcher to a batter,"2633,2871"
103624,00067884,n,10,an illegal pitching motion while runners are on base,2871
103627,00068253,n,10,a baseball thrown with little velocity when the batter is expecting a fastball,2871
103628,00068444,n,10,a baseball thrown with spin so that its path curves as it approach the batter,2871
103629,00068611,n,10,a pitch thrown deliberately close to the batter,2871
103631,00068934,n,10,a baseball pitch thrown with little speed or spin,2871
103632,00069052,n,10,a pitch with reverse spin that curves toward the side of the plate from which it was thrown,2871
103633,00069199,n,10,a pitch that curves downward rapidly as it approaches the plate,2871
103634,00069315,n,10,a fastball that curves slightly away from the side from which it was thrown,2871
103636,00069610,n,10,a pitch thrown sidearm instead of overhead,2871
103637,00069731,n,10,a pitch that the catcher cannot stop,2871
103639,00070182,n,10,a shot that bounces off of the backboard,2871
103640,00070278,n,10,a shot in which the basketball is propelled downward into the basket,2871
103641,00070427,n,10,a forceful dunk,2871
103642,00070498,n,10,a shot that rolls off the tips of the fingers into the basket,2871
103644,00070864,n,10,a foul shot that must be made in order to earn the right to a second foul shot,2871
103645,00071000,n,10,a shot made over the head with the hand that is farther from the basket,2871
103646,00071134,n,10,a player releases the basketball at the high point of a jump,2871
103647,00071259,n,10,a shot made from a position under or beside the basket,2871
103648,00071366,n,10,a one-handed shot made while whirling on the pivot foot,2871
103649,00071478,n,10,a two-handed shot from a stationary position,2871
103650,00071577,n,10,a shot made with an underhand scooping motion,2871
103651,00071679,n,10,a shot made by tapping the rebounding ball back into the basket,2871
103655,00072354,n,10,a slight push,
103659,00072934,n,10,the act of jostling (forcing your way by pushing),
103660,00073065,n,10,jostling with the elbows,
103611,00065763,n,10,"(informal) the application of maximum thrust; ""he slammed the throttle to the firewall""",
133618,04947532,n,10,"a periodical that is published by a special interest group: ""the organ of the communist party""",1422
103664,00073753,n,10,"the act of hauling something (as a vehicle) by means of a hitch or rope; ""the truck gave him a tow to the garage""",1946
103690,00077753,n,10,"the transmission of a letter: ""the postmark indicates the time of mailing""",
103680,00076325,n,10,"a headlong jump (or fall); ""he took a header into the shrubbery""",
103665,00073925,n,10,a sudden abrupt pull,
103684,00076794,n,10,"jumping in one spot (as in excitement); ""the wailing and jumping up and down exhausted him""",2638
103692,00077986,n,10,"the act of firing a projectile: ""his shooting was slow but accurate""",
103688,00077376,n,10,the act of sending a message; causing a message to be transmitted,
103696,00078629,n,10,"the discharge of a gun as signal or as a salute in military ceremonies: ""a twenty gun salute""",
103698,00078903,n,10,"the act of shooting a gun: ""the gunfire endangered innocent bystanders""; ""they retreated in the face of withering enemy fire""",
103694,00078414,n,10,a return shot; a retaliatory shot,
103705,00080122,n,10,"the act of touching physically: ""her fingers came in contact with the light switch""",
103706,00080362,n,10,"the act of rubbing or wiping: ""he gave the hood a quick rub""",
103712,00081298,n,10,(in baseball) the batter's attempt to get on base,"2633,2871"
103679,00076072,n,10,"the act of jumping; propelling yourself off the ground: ""he advanced in a series of jumps""; ""the jumping was unexpected""",
103663,00073587,n,10,"the act of drawing or hauling something: ""the haul up the hill went very slowly""",
103666,00074002,n,10,the act of moving a load by drawing or pulling,
103717,00081866,n,10,"(baseball) an advance to first base by a batter who receives four balls; ""he worked the picher for a base on balls""",2871
103718,00082055,n,10,"the supreme effort one can make: ""they did their best""",
103719,00082178,n,10,"the weakest effort or poorest achievement one is capable of: ""it was the worst he had ever done on a test""",
103699,00079092,n,10,a shot aimed at a person's head,
103667,00074120,n,10,the act of pulling and releasing a taut cord,
103669,00074431,n,10,the act of expelling or projecting or ejecting,
103670,00074661,n,10,reflex changes in the eyes that enable an object to be focused on the retina,2234
103672,00075113,n,10,a reflex that expels wind noisily from the stomach through the mouth,2234
103674,00075441,n,10,a reflex that closes and opens the eyes rapidly,2234
103675,00075552,n,10,the act of expelling (food or phlegm) by coughing,
103676,00075659,n,10,the act of spitting (forcefully expelling saliva),
103677,00075786,n,10,the act of ejecting the contents of the stomach through the mouth,
103678,00075964,n,10,the act of exhaling air suddenly with a noise,2234
103681,00076442,n,10,the act of hopping (jumping upward or forward (especially on one foot)),
103682,00076563,n,10,a light springing movement upwards or forwards,
103683,00076714,n,10,the act of vaulting,
103685,00076951,n,10,the act of propelling something (as a ball or shell etc.) in a high arc,
103686,00077072,n,10,(football) putting the ball in play by passing it (between the legs) to a back,2871
103691,00077891,n,10,propelling something on wheels,
103695,00078505,n,10,the act of discharging a gun,
103697,00078772,n,10,preparation for the delivery of shellfire on a target,
103700,00079178,n,10,the sport of shooting at clay pigeons that are hurled upward in such a way as to simulate the flight of a bird,
103701,00079372,n,10,shooting artillery shells,
103702,00079453,n,10,a fight involving shooting small arms with the intent to kill or frighten,
103703,00079602,n,10,a shot taken at an easy or casual target (as by a pothunter),
103707,00080515,n,10,the act of scuffing (scraping or dragging the feet),
103708,00080629,n,10,a light touch or stroke,
103710,00081036,n,10,the act of colliding with something,
103711,00081161,n,10,a sharp collision produced by striking or dashing against something,
103713,00081420,n,10,(in baseball) handling the ball while playing in the field,"2633,2871"
103714,00081552,n,10,playing the position of catcher on a baseball team,"2633,2638"
103715,00081676,n,10,playing golf,2871
103716,00081742,n,10,playing the position of pitcher on a baseball team,"2633,2638"
103720,00082354,n,10,(in baseball) a ball struck with the bat so that it stays between the foul lines on the playing field,"2633,2871"
103721,00082548,n,10,(in baseball) a ball struck with the bat so that it does not stay between the foul lines on the playing field,"2633,2871"
103722,00082757,n,10,a glancing contact with the ball off the edge of the cricket bat,"2633,2871"
103687,00077232,n,10,"causing something to go: ""the cost of sending their children to college""",
133405,04911307,n,10,"a judicial order forbidding some action until an event occurs or the order is lifted: ""the Supreme Court has the power to stay and injunction pending an appeal to the whole Court""",1802
103748,00086311,n,10,"a sharp slanting blow: ""he gave me a clip on the ear""",
103749,00086415,n,10,"the act of hitting vigorously: ""he gave the table a whack""",
103760,00087680,n,10,"the act of touching someone suddenly with your finger or elbow: ""she gave me a sharp dig in the ribs""",
103767,00088506,n,10,"the act of delivering a blow with the foot: ""he gave the ball a powerful kick""",2871
103776,00090000,n,10,"a light glancing touch: ""there was a brief kiss of their hands in passing""",
103782,00090742,n,10,"the act of catching an object with the hands: ""Mays made the catch with his back to the plate""",
103781,00090584,n,10,an open-mouthed kiss in which your tongue is inserted into the other's mouth,
103723,00082892,n,10,the act of hitting a baseball lightly without swinging the bat,"2633,2638"
103724,00083024,n,10,the act of hitting a baseball so that it flies high in the air,"2633,2871"
103725,00083202,n,10,a long and hard-hit fly ball,2871
103726,00083282,n,10,a short high fly ball,2871
103727,00083357,n,10,the act of hitting a baseball along the ground,"2633,2638"
103728,00083527,n,10,a grounder that bounces high in the air,
103729,00083627,n,10,a grounder that rolls along the infield,
103731,00083901,n,10,an out resulting from a fielding play (not a strikeout),2871
103732,00084027,n,10,an out resulting from the batter getting three strikes,2871
103733,00084137,n,10,(in baseball) an out that advances the base runners,2871
103734,00084262,n,10,a sacrifice made by hitting a long fly ball,2871
103736,00084547,n,10,the successful act of striking a baseball in such a way that the batter reaches base safely,"2633,2871"
103737,00084802,n,10,(soccer) the act of hitting the ball with your head,2871
103739,00085108,n,10,a single resulting from a line drive,2871
103740,00085222,n,10,a double resulting from a line drive,2871
103741,00085336,n,10,a triple resulting from a line drive,2871
103742,00085450,n,10,the act of hitting a baseball so that it drops suddenly,"2633,2638"
103743,00085586,n,10,a base hit on which the batter scores a run,2871
103744,00085710,n,10,a home run with no runners on base,2871
103745,00085814,n,10,a base hit on which the batter stops safely at first base,2871
103747,00086151,n,10,a base hit at which the batter stops safely at third base,2871
103750,00086554,n,10,a hard blow with a flat object,
103751,00086637,n,10,the act of smacking something,
103752,00086754,n,10,a blow that knocks the opponent off his feet,
103753,00086854,n,10,a blow that renders the opponent unconscious,
103754,00086976,n,10,a knockout declared by the referee who judges one boxer unable to continue,
103755,00087121,n,10,a sharp blow,
103756,00087184,n,10,a slap with the flat of the hand,
103757,00087268,n,10,a quick blow with a whip,
103758,00087361,n,10,(boxing) a blow with the fist,2642
