ef river of the United States; rises in northern Minnesota and flows southward into the Gulf of Mexico,2772
145381,06825364,n,10,a river in Germany; rises in the Black Forest and flows north into the Rhine,"1820,2772"
145388,06826911,n,10,a Russian river; flows northward to the Arctic Ocean,2772
145391,06827382,n,10,"a South American river 1,500 miles long; flows into the South Atlantic","1820,2772"
145399,06828693,n,10,a river in the east central United States; rises in the Appalachian Mountains of West Virginia and flows eastward to the Chesapeake Bay,2772
145406,06829930,n,10,a North American river; boundary between the United States and Mexico; flows into Gulf of Mexico,2772
145415,06831277,n,10,a North American river; flows into the Bay of Fundy,2772
145421,06832197,n,10,a river formed by the confluence of two other rivers near Knoxville; it follows a U-shaped course to become a tributary of the Ohio River in western Kentucky,2772
145428,06833311,n,10,a Russian river; the longest river in Europe; flows into the Caspian Sea,"1820,2772"
145432,06833834,n,10,river in eastern Asia; rises in North Korea and flows southwest to Korea Bay (forming part of the border between North Korea and China),"1820,2772"
145440,06835276,n,10,"(Greek mythology) a river in Hades; the souls of the dead had to drink from it, which made them forget all they had done and suffered when they were alive",1566
145447,06836944,n,10,a vast prairie region extending from Alberta and Saskatchewan and Manitoba in Canada south through the west central United States into Texas; formerly inhabited by Native Americans,2772
145450,06838825,n,10,"the 2nd smallest continent (actually a vast peninsula of Eurasia); the British use ""Europe"" to refer to all of the continent except the British Isles",2772
145453,06840536,n,10,the second largest continent; located south of Europe and bordered to the west by the South Atlantic and to the east by the India Ocean,2772
145463,06843442,n,10,waterfall in Canada is the Horseshoe Falls; in the United States it is the American Falls,2772
145512,06851909,n,10,an imaginary figure of superhuman size and strength; appears in folklore and fair tales,1566
145513,06852156,n,10,(Greek mythology) a giant with 100 eyes; was guardian of the heifer Io and was slain by Hermes,1566
145260,06803113,n,10,"the foam or froth that accumulates at the top when you pour an effervescent liquid into a container: ""the beer had a large head of foam""",
145535,06855817,n,10,(Greek mythology) vicious winged monster; often depicted as a bird with the head of a woman,1566
145689,06879648,n,10,"goddess of war; a malevolent aspect of Devi: ""the inaccessible""",1565
145544,06857141,n,10,(Greek legend) a king in ancient Greece who offended Zeus and whose punishment was to roll a huge boulder to the top of a steep hill; each time the boulder neared the top it rolled back down and Sisyphus was forced to start again,1566
145551,06858465,n,10,a legendary Arabian bird said to periodically burn itself to death and emerge from the ashes as a new phoenix; according to most versions only one phoenix lived at a time and it renewed itself every 500 years,1566
145561,06860041,n,10,a fire-breathing dragon used in medieval heraldry; had the head of a dragon and the tail of a snake and a body with wings and two legs,1566
145567,06861200,n,10,"the ultimate agency that predetermines the course of events (often personified as a woman); ""we are helpless in the face of Destiny""",1565
145582,06864185,n,10,(Irish) goddess of fire and fertility and agriculture and household arts and wisdom; later associated with Saint Bridget,1565
145591,06865283,n,10,(Irish) the sea personified; father of Manannan; corresponds to Welsh Llyr,1565
145599,06866112,n,10,(Irish) race of gods or demigods; ruled Ireland in the Golden Age,1565
145602,06866816,n,10,sun god; supreme god of the universe in whom Amen and Ra were combined; principal deity during Theban supremacy,1565
145610,06867661,n,10,goddess associated with ritual of the dead; sister of Geb and Nut; wife of Set,1565
145613,06868014,n,10,a major god; shaper of the world; father of gods and men; worshipped especially at Memphis,1565
145617,06868533,n,10,ibis-headed moon deity; god of wisdom and learning and the arts; scribe of the gods,1565
145621,06869965,n,10,"(Babylonian) father of the gods; identified with Assyrian Ashur; in Sumerian the name signifies ""the totality of the upper world""",1565
145627,06870760,n,10,(Assyrian) chief god of the Assyrians; god of military prowess and empire; identified with Babylonian Anshar,1565
