 or derived from the senses: ""sensory experience""; ""sensory channels""",1477
193473,02034787,a,10,"sent off or away: ""the dispatched messenger was has hardly out of sight before she wished call him back""",
193474,02034948,a,10,"sent electronically as by wire or radio: ""the transmitted signals""",
193426,02026892,a,10,"glaringly vivid and graphic; marked by sensationalism: ""lurid details of the accident""",
193469,02034181,a,10,obtaining knowledge of distant events allegedly without use of normal sensory mechanisms,1477
193470,02034327,a,10,communicating without apparent physical signals,1477
193471,02034431,a,10,caused or enabled to go or be conveyed or transmitted,
193417,02025295,a,10,"used of the older of two persons of the same name especially used to distinguish a father from his son: ""Bill Adams, Sr.""",1675
193482,02036634,a,10,(mathematics) having no elements in common,2873
193484,02036975,a,10,capable of being isolated or disjoined,
193491,02038545,a,10,signing jointly with others,
193492,02038630,a,10,sharing equally with another or others,
193500,02040063,a,10,tending to contaminate,
193503,02040539,a,10,causing or promoting bacterial putrefaction,
193507,02041397,a,10,preventing infection by inhibiting the growth or action of microorganisms,
193508,02041557,a,10,acting like an antiseptic,
193509,02041650,a,10,not containing pus,
193515,02042527,a,10,not sterilized,2158
193521,02043476,a,10,having cleansing power,
193525,02044494,a,10,excessively serious,
193532,02045706,a,10,showing inappropriate levity,
193541,02047172,a,10,playful like a lively kitten,1502
193481,02036455,a,10,"constituting a separate entity or part: ""a government with three discrete divisions""; ""on two distinct occasions""",
193485,02037068,a,10,"united or combined: ""a joint session of Congress""; ""joint owners""",
193487,02037568,a,10,"characteristic of a clan especially in being unified: ""clannish loyalty""",
193486,02037401,a,10,"joined in some kind of relationship (as a colleague or ally or companion etc.);""a cabal of associated lawyers""",
193499,02039882,a,10,"contaminated with infecting organisms: ""dirty wounds""; ""obliged to go into infected rooms""-Jane Austen",
193490,02038355,a,10,"done by or characteristic of individuals acting together: ""a joint identity""; ""the collective mind""; ""the corporate good""",
193494,02038901,a,10,"tending to promote or preserve health: ""hygienic habits like using disposable tissues""; ""hygienic surroundings with plenty of fresh air""",
193496,02039292,a,10,"so unclean as to be a likely cause of disease: ""pathetic dogs kept in small unhygienic cages""",
193498,02039776,a,10,"infected and filled with pus: ""an abscessed tooth""",
193501,02040145,a,10,"having undergone infection: ""festering sores""; ""an infected wound""",
193479,02035994,a,10,"widely separated especially in space: ""as wide asunder as pole from pole""",
193504,02040656,a,10,"characteristic of septicemia: ""a septicemic temperature curve""",
193510,02041726,a,10,"free from sepsis or infection: ""a clean (or uninfected) wound""",
193505,02040775,a,10,"thoroughly clean and free of or destructive to disease-causing organisms; ""doctors in antiseptic green coats""; ""the antiseptic effect of alcohol""; ""it is said that marjoram has antiseptic qualities""",
193513,02042187,a,10,"made free from live bacteria or other microorganisms: ""sterilized instruments""",2158
193517,02042796,a,10,"not belonging to that in which it is contained; introduced from an outside source: ""water free of extraneous matter""; ""foreign particles in milk""",
193512,02042036,a,10,"(of experimental animals) raised under sterile conditions; ""axenic conditions""; ""germfree animals""",2158
193516,02042600,a,10,"making impure or corrupt by adding extraneous materials: ""the adulterating effect of extraneous materials""",
193520,02043343,a,10,"freeing from error or corruption: ""the antiseptic effect of sturdy criticism",
193519,02043180,a,10,"cleansing the body by washing; especially ritual washing of e.g. hands; ""ablutionary rituals""",
193523,02043991,a,10,"characterized by firm belief in the validity of your opinions: ""both sides were deeply in earnest, even passionate""; ""an entirely sincere and cruel tyrant""; ""a solemn vow""",
193526,02044571,a,10,"not to be taken lightly: ""statistics demonstrate that poverty and unemployment are very real problems""; ""to the man sleeping regularly in doorways homelessness is real""",2234
193528,02044927,a,10,"tending to make sober or more serious: ""the news had a sobering effect""",
193529,02045053,a,10,"not serious in content or attitude or behavior: ""a frivolous novel""; ""a frivolous remark""; ""a frivolous young woman""",1502
193531,02045596,a,10,"irresponsibly frivolous: ""flighty young girls""",
193533,02045804,a,10,"silly or trivial: ""idle pleasure""; ""light banter""; ""light idle chatter""",2516
193535,02046079,a,10,"concerned with trivialities: ""a trivial young woman""; ""a trivial mind""",
193536,02046203,a,10,"full of fun and high spirits: ""playful children just let loose from school""",1502
193538,02046687,a,10,"playful in an appealingly bold way: ""a roguish grin""",1502
193539,02046815,a,10,"usually goodnaturedly mischievous: ""perpetrated a practical joke with elfin delight""; ""elvish tricks""",1502
193540,02046986,a,10,"naughtily or annoyingly playful: ""teasing and worrying with impish laughter""",1502
193543,02047461,a,10,"occupied in play or playful activities: ""heard the laughter of playing children""",1502
193511,02041853,a,10,"free from germs or pathogenic organisms; sterile: ""a germfree environment""",2158
193544,02047595,a,10,completely lacking in playfulness,1502
193545,02047720,a,10,chosen in preference to another,
193550,02048327,a,10,not selected,
193554,02048906,a,10,capable of being made ready for service,
